1718,114, wlan0_LBS1_NOISE_L, wlan0_LBS2_SIG_Q, wlan0_LBS2_SIG_L, wlan0_LBS2_NOISE_L, wlan0_LBS3_SIG_Q, wlan0_LBS3_SIG_L, wlan0_LBS3_NOISE_L, wlan0_LBS4_SIG_Q, wlan0_LBS4_SIG_L, wlan0_LBS4_NOISE_L, wlan0_NTU@1_SIG_Q, wlan0_NTU@1_SIG_L, wlan0_NTU@1_NOISE_L, wlan0_NTU@2_SIG_Q, wlan0_NTU@2_SIG_L, wlan0_NTU@2_NOISE_L, wlan0_NTU@3_SIG_Q, wlan0_NTU@3_SIG_L, wlan0_NTU@3_NOISE_L, wlan0_NTU@4_SIG_Q, wlan0_NTU@4_SIG_L, wlan0_NTU@4_NOISE_L, wlan0_ntu_peap@1_SIG_Q, wlan0_ntu_peap@1_SIG_L, wlan0_ntu_peap@1_NOISE_L, wlan0_ntu_peap@2_SIG_Q, wlan0_ntu_peap@2_SIG_L, wlan0_ntu_peap@2_NOISE_L, wlan0_ntu_peap@3_SIG_Q, wlan0_ntu_peap@3_SIG_L, wlan0_ntu_peap@3_NOISE_L, wlan0_eduroam@1_SIG_Q, wlan0_eduroam@1_SIG_L, wlan0_eduroam@1_NOISE_L, wlan0_eduroam@2_SIG_Q, wlan0_eduroam@2_SIG_L, wlan0_eduroam@2_NOISE_L, wlan0_eduroam@3_SIG_Q, wlan0_eduroam@3_SIG_L, wlan0_eduroam@3_NOISE_L, wlan0_MD402_1_SIG_Q, wlan0_MD402_1_SIG_L, wlan0_MD402_1_NOISE_L, wlan0_MD402-2_SIG_Q, wlan0_MD402-2_SIG_L, wlan0_MD402-2_NOISE_L, wlan0_NTUMOOC_SIG_Q, wlan0_NTUMOOC_SIG_L, wlan0_NTUMOOC_NOISE_L, wlan0_eslab-Dlink652_SIG_Q, wlan0_eslab-Dlink652_SIG_L, wlan0_eslab-Dlink652_NOISE_L, wlan0_DIRECT-32-HP M377 LaserJet_SIG_Q, wlan0_DIRECT-32-HP M377 LaserJet_SIG_L, wlan0_DIRECT-32-HP M377 LaserJet_NOISE_L, ra0_LBS1_SIG_Q, ra0_LBS1_SIG_L, ra0_LBS1_NOISE_L, ra0_LBS2_SIG_Q, ra0_LBS2_SIG_L, ra0_LBS2_NOISE_L, ra0_LBS3_SIG_Q, ra0_LBS3_SIG_L, ra0_LBS3_NOISE_L, ra0_LBS4_SIG_Q, ra0_LBS4_SIG_L, ra0_LBS4_NOISE_L, ra0_NTU@1_SIG_Q, ra0_NTU@1_SIG_L, ra0_NTU@1_NOISE_L, ra0_NTU@2_SIG_Q, ra0_NTU@2_SIG_L, ra0_NTU@2_NOISE_L, ra0_NTU@3_SIG_Q, ra0_NTU@3_SIG_L, ra0_NTU@3_NOISE_L, ra0_NTU@4_SIG_Q, ra0_NTU@4_SIG_L, ra0_NTU@4_NOISE_L, ra0_ntu_peap@1_SIG_Q, ra0_ntu_peap@1_SIG_L, ra0_ntu_peap@1_NOISE_L, ra0_ntu_peap@2_SIG_Q, ra0_ntu_peap@2_SIG_L, ra0_ntu_peap@2_NOISE_L, ra0_ntu_peap@3_SIG_Q, ra0_ntu_peap@3_SIG_L, ra0_ntu_peap@3_NOISE_L, ra0_eduroam@1_SIG_Q, ra0_eduroam@1_SIG_L, ra0_eduroam@1_NOISE_L, ra0_eduroam@2_SIG_Q, ra0_eduroam@2_SIG_L, ra0_eduroam@2_NOISE_L, ra0_eduroam@3_SIG_Q, ra0_eduroam@3_SIG_L, ra0_eduroam@3_NOISE_L, ra0_MD402_1_SIG_Q, ra0_MD402_1_SIG_L, ra0_MD402_1_NOISE_L, ra0_MD402-2_SIG_Q, ra0_MD402-2_SIG_L, ra0_MD402-2_NOISE_L, ra0_NTUMOOC_SIG_Q, ra0_NTUMOOC_SIG_L, ra0_NTUMOOC_NOISE_L, ra0_eslab-Dlink652_SIG_Q, ra0_eslab-Dlink652_SIG_L, ra0_eslab-Dlink652_NOISE_L, ra0_DIRECT-32-HP M377 LaserJet_SIG_Q, ra0_DIRECT-32-HP M377 LaserJet_SIG_L, ra0_DIRECT-32-HP M377 LaserJet_NOISE_L, Y
46,-64,0,48,-62,0,51,-59,0,55,-55,0,39,-71,0,22,-88,0,39,-71,0,48,-62,0,42,-68,0,32,-78,0,46,-64,0,45,-65,0,0,0,0,41,-69,0,67,-43,0,53,-57,0,41,-69,0,44,-66,0,18,-92,0,94,-53,-92,91,-54,-92,100,-47,-92,100,-36,-92,55,-68,-92,26,-79,-74,29,-78,-73,83,-57,-92,55,-68,-92,42,-73,-68,63,-65,-92,81,-58,-92,0,0,0,47,-71,-66,100,-40,-92,100,-44,-92,73,-61,-92,65,-64,-92,60,-66,-92,46
44,-66,0,46,-64,0,48,-62,0,56,-54,0,34,-76,0,22,-88,0,35,-75,0,48,-62,0,32,-78,0,32,-78,0,50,-60,0,50,-60,0,0,0,0,35,-75,0,63,-47,0,54,-56,0,39,-71,0,43,-67,0,18,-92,0,91,-54,-92,91,-54,-92,100,-46,-92,100,-48,-92,55,-68,-92,31,-77,-72,44,-72,-76,86,-56,-92,60,-66,-92,42,-73,-68,86,-56,-92,96,-52,-92,0,0,0,44,-72,-67,100,-40,-92,100,-44,-92,73,-61,-92,50,-70,-92,60,-66,-92,46
45,-65,0,50,-60,0,50,-60,0,55,-55,0,33,-77,0,0,0,0,35,-75,0,38,-72,0,33,-77,0,32,-78,0,49,-61,0,50,-60,0,0,0,0,35,-75,0,63,-47,0,53,-57,0,39,-71,0,41,-69,0,18,-92,0,91,-54,-92,89,-55,-92,100,-48,-92,100,-47,-92,57,-67,-92,31,-77,-72,44,-72,-76,91,-54,-92,55,-68,-92,42,-73,-68,91,-54,-92,94,-53,-92,0,0,0,47,-71,-75,100,-40,-92,100,-43,-92,76,-60,-92,60,-66,-92,55,-68,-92,46
46,-64,0,49,-61,0,49,-61,0,57,-53,0,30,-80,0,0,0,0,37,-73,0,48,-62,0,29,-81,0,42,-68,0,51,-59,0,49,-61,0,0,0,0,35,-75,0,61,-49,0,50,-60,0,39,-71,0,44,-66,0,18,-92,0,96,-52,-92,89,-55,-92,100,-48,-92,100,-48,-92,37,-75,-70,26,-79,-74,44,-72,-76,81,-58,-92,26,-79,-74,47,-71,-66,26,-79,-83,83,-57,-92,0,0,0,47,-71,-75,100,-40,-92,100,-43,-92,70,-62,-92,63,-65,-92,42,-73,-75,46
46,-64,0,46,-64,0,49,-61,0,56,-54,0,30,-80,0,25,-85,0,38,-72,0,40,-70,0,32,-78,0,42,-68,0,49,-61,0,50,-60,0,0,0,0,39,-71,0,61,-49,0,52,-58,0,39,-71,0,45,-65,0,18,-92,0,94,-53,-92,91,-54,-92,100,-46,-92,91,-54,-92,55,-68,-92,29,-78,-73,44,-72,-67,94,-53,-92,57,-67,-92,50,-70,-92,86,-56,-92,94,-53,-92,0,0,0,47,-71,-75,100,-41,-92,100,-44,-92,73,-61,-92,63,-65,-92,60,-66,-92,46
46,-64,0,45,-65,0,48,-62,0,55,-55,0,30,-80,0,28,-82,0,38,-72,0,40,-70,0,32,-78,0,40,-70,0,52,-58,0,51,-59,0,0,0,0,39,-71,0,61,-49,0,51,-59,0,39,-71,0,42,-68,0,18,-92,0,96,-52,-92,83,-57,-92,100,-46,-92,100,-48,-92,34,-76,-71,24,-80,-75,44,-72,-76,78,-59,-92,34,-76,-71,50,-70,-92,94,-53,-92,81,-58,-92,0,0,0,44,-72,-67,100,-40,-92,100,-45,-92,76,-60,-92,50,-70,-92,50,-70,-92,46
46,-64,0,48,-62,0,50,-60,0,56,-54,0,32,-78,0,28,-82,0,38,-72,0,50,-60,0,36,-74,0,40,-70,0,51,-59,0,39,-71,0,0,0,0,39,-71,0,61,-49,0,51,-59,0,39,-71,0,46,-64,0,18,-92,0,94,-53,-92,76,-60,-92,100,-46,-92,100,-48,-92,50,-70,-92,34,-76,-71,44,-72,-67,81,-58,-92,55,-68,-92,47,-71,-66,83,-57,-92,81,-58,-92,37,-75,-70,47,-71,-66,100,-40,-92,100,-44,-92,76,-60,-92,60,-66,-92,55,-68,-92,46
45,-65,0,48,-62,0,49,-61,0,55,-55,0,32,-78,0,27,-83,0,35,-75,0,44,-66,0,36,-74,0,40,-70,0,43,-67,0,43,-67,0,0,0,0,31,-79,0,64,-46,0,48,-62,0,37,-73,0,46,-64,0,18,-92,0,96,-52,-92,89,-55,-92,100,-47,-92,100,-48,-92,60,-66,-92,31,-77,-72,47,-71,-66,86,-56,-92,55,-68,-92,47,-71,-66,83,-57,-92,91,-54,-92,37,-75,-70,47,-71,-66,100,-40,-92,100,-46,-92,73,-61,-92,60,-66,-92,57,-67,-92,46
43,-67,0,36,-74,0,49,-61,0,55,-55,0,34,-76,0,26,-84,0,40,-70,0,44,-66,0,32,-78,0,39,-71,0,50,-60,0,49,-61,0,0,0,0,31,-79,0,64,-46,0,51,-59,0,35,-75,0,45,-65,0,23,-87,0,94,-53,-92,89,-55,-92,100,-45,-92,100,-48,-92,57,-67,-92,24,-80,-75,44,-72,-67,81,-58,-92,47,-71,-66,44,-72,-67,96,-52,-92,81,-58,-92,39,-74,-69,44,-72,-67,100,-40,-92,100,-46,-92,73,-61,-92,50,-70,-92,57,-67,-92,46
49,-61,0,54,-56,0,52,-58,0,54,-56,0,33,-77,0,26,-84,0,36,-74,0,47,-63,0,35,-75,0,36,-74,0,48,-62,0,47,-63,0,0,0,0,36,-74,0,64,-46,0,53,-57,0,31,-79,0,47,-63,0,33,-77,0,91,-54,-92,73,-61,-92,100,-45,-92,100,-48,-92,52,-69,-92,39,-74,-69,47,-71,-66,89,-55,-92,31,-77,-72,52,-69,-92,78,-59,-92,89,-55,-92,42,-73,-68,47,-71,-66,100,-40,-92,100,-44,-92,68,-63,-92,65,-64,-92,57,-67,-92,46
46,-64,0,48,-62,0,55,-55,0,49,-61,0,36,-74,0,26,-84,0,38,-72,0,43,-67,0,35,-75,0,40,-70,0,44,-66,0,43,-67,0,0,0,0,38,-72,0,66,-44,0,53,-57,0,32,-78,0,46,-64,0,28,-82,0,96,-52,-92,78,-59,-92,100,-44,-92,100,-46,-92,44,-72,-67,34,-76,-71,47,-71,-66,65,-64,-92,50,-70,-92,34,-76,-71,68,-63,-92,65,-64,-92,47,-71,-66,47,-71,-66,100,-40,-92,100,-46,-92,70,-62,-92,60,-66,-92,55,-68,-92,46
49,-61,0,47,-63,0,52,-58,0,51,-59,0,31,-79,0,25,-85,0,38,-72,0,43,-67,0,37,-73,0,40,-70,0,46,-64,0,44,-66,0,0,0,0,32,-78,0,66,-44,0,56,-54,0,32,-78,0,45,-65,0,26,-84,0,100,-50,-92,78,-59,-92,100,-46,-92,70,-62,-92,57,-67,-92,34,-76,-71,42,-73,-68,76,-60,-92,60,-66,-92,34,-76,-71,83,-57,-92,73,-61,-92,47,-71,-66,44,-72,-67,100,-39,-92,100,-48,-92,73,-61,-92,57,-67,-92,52,-69,-92,46
44,-66,0,43,-67,0,51,-59,0,52,-58,0,32,-78,0,25,-85,0,41,-69,0,41,-69,0,32,-78,0,40,-70,0,45,-65,0,44,-66,0,0,0,0,43,-67,0,66,-44,0,56,-54,0,36,-74,0,46,-64,0,29,-81,0,96,-52,-92,65,-64,-92,100,-47,-92,100,-48,-92,39,-74,-69,31,-77,-72,39,-74,-69,91,-54,-92,44,-72,-67,44,-72,-67,89,-55,-92,89,-55,-92,47,-71,-66,47,-71,-66,100,-39,-92,100,-48,-92,73,-61,-92,57,-67,-92,47,-71,-73,46
42,-68,0,49,-61,0,50,-60,0,54,-56,0,29,-81,0,25,-85,0,32,-78,0,40,-70,0,32,-78,0,35,-75,0,46,-64,0,44,-66,0,0,0,0,34,-76,0,67,-43,0,55,-55,0,35,-75,0,44,-66,0,34,-76,0,99,-51,-92,83,-57,-92,100,-48,-92,100,-46,-92,52,-69,-92,29,-78,-73,39,-74,-69,65,-64,-92,52,-69,-92,47,-71,-66,73,-61,-92,86,-56,-92,47,-71,-66,44,-72,-67,100,-39,-92,100,-46,-92,78,-59,-92,63,-65,-92,42,-73,-75,46
52,-58,0,49,-61,0,51,-59,0,57,-53,0,35,-75,0,25,-85,0,35,-75,0,43,-67,0,35,-75,0,41,-69,0,43,-67,0,47,-63,0,0,0,0,30,-80,0,64,-46,0,56,-54,0,40,-70,0,46,-64,0,33,-77,0,94,-53,-92,73,-61,-92,100,-48,-92,100,-47,-92,52,-69,-92,34,-76,-71,47,-71,-66,55,-68,-92,52,-69,-92,50,-70,-92,63,-65,-92,70,-62,-92,68,-63,-92,44,-72,-67,100,-39,-92,100,-46,-92,78,-59,-92,65,-64,-92,44,-72,-74,46
50,-60,0,46,-64,0,49,-61,0,49,-61,0,33,-77,0,25,-85,0,41,-69,0,47,-63,0,35,-75,0,38,-72,0,49,-61,0,49,-61,0,0,0,0,39,-71,0,65,-45,0,58,-52,0,35,-75,0,45,-65,0,37,-73,0,99,-51,-92,68,-63,-92,100,-48,-92,100,-46,-92,47,-71,-66,34,-76,-71,47,-71,-66,78,-59,-92,60,-66,-92,47,-71,-66,76,-60,-92,83,-57,-92,42,-73,-68,39,-74,-69,100,-38,-92,100,-45,-92,73,-61,-92,63,-65,-92,44,-72,-74,46
47,-63,0,45,-65,0,53,-57,0,52,-58,0,35,-75,0,25,-85,0,43,-67,0,46,-64,0,34,-76,0,38,-72,0,48,-62,0,49,-61,0,0,0,0,39,-71,0,66,-44,0,58,-52,0,38,-72,0,45,-65,0,37,-73,0,78,-59,-92,89,-55,-92,100,-45,-92,100,-47,-92,34,-76,-71,34,-76,-71,44,-72,-67,86,-56,-92,39,-74,-69,47,-71,-66,86,-56,-92,73,-61,-92,44,-72,-67,44,-72,-67,100,-39,-92,70,-62,-92,76,-60,-92,57,-67,-92,39,-74,-76,46
52,-58,0,56,-54,0,52,-58,0,51,-59,0,33,-77,0,27,-83,0,34,-76,0,51,-59,0,35,-75,0,31,-79,0,52,-58,0,52,-58,0,0,0,0,36,-74,0,66,-44,0,50,-60,0,41,-69,0,44,-66,0,38,-72,0,94,-53,-92,91,-54,-92,100,-45,-92,100,-49,-92,63,-65,-92,37,-75,-70,42,-73,-68,96,-52,-92,60,-66,-92,50,-70,-92,78,-59,-92,76,-60,-92,29,-78,-73,50,-70,-92,100,-41,-92,100,-46,-92,76,-60,-92,65,-64,-92,55,-68,-92,46
47,-63,0,52,-58,0,51,-59,0,44,-66,0,28,-82,0,27,-83,0,33,-77,0,47,-63,0,30,-80,0,32,-78,0,49,-61,0,48,-62,0,0,0,0,33,-77,0,66,-44,0,53,-57,0,36,-74,0,45,-65,0,36,-74,0,94,-53,-92,99,-51,-92,100,-46,-92,100,-46,-92,47,-71,-66,37,-75,-70,42,-73,-77,76,-60,-92,47,-71,-66,39,-74,-78,76,-60,-92,89,-55,-92,42,-73,-77,42,-73,-68,100,-42,-92,100,-45,-92,81,-58,-92,44,-72,-67,55,-68,-92,46
38,-72,0,49,-61,0,49,-61,0,52,-58,0,37,-73,0,27,-83,0,37,-73,0,52,-58,0,37,-73,0,39,-71,0,52,-58,0,50,-60,0,0,0,0,39,-71,0,66,-44,0,55,-55,0,39,-71,0,46,-64,0,28,-82,0,100,-50,-92,94,-53,-92,100,-46,-92,100,-49,-92,39,-74,-69,37,-75,-70,52,-69,-92,83,-57,-92,63,-65,-92,47,-71,-66,81,-58,-92,91,-54,-92,42,-73,-77,44,-72,-67,100,-41,-92,100,-44,-92,68,-63,-92,65,-64,-92,55,-68,-92,46
54,-56,0,61,-49,0,51,-59,0,61,-49,0,39,-71,0,0,0,0,37,-73,0,47,-63,0,38,-72,0,0,0,0,37,-73,0,48,-62,0,0,0,0,0,0,0,65,-45,0,55,-55,0,46,-64,0,49,-61,0,31,-79,0,99,-51,-92,83,-57,-92,100,-45,-92,100,-49,-92,70,-62,-92,26,-79,-74,44,-72,-67,94,-53,-92,70,-62,-92,47,-71,-66,91,-54,-92,81,-58,-92,37,-75,-70,42,-73,-68,100,-49,-92,100,-44,-92,57,-67,-92,52,-69,-92,55,-68,-92,47
54,-56,0,59,-51,0,49,-61,0,61,-49,0,31,-79,0,0,0,0,33,-77,0,49,-61,0,29,-81,0,0,0,0,49,-61,0,49,-61,0,0,0,0,33,-77,0,65,-45,0,53,-57,0,44,-66,0,48,-62,0,32,-78,0,100,-50,-92,83,-57,-92,100,-45,-92,100,-44,-92,63,-65,-92,31,-77,-72,42,-73,-68,91,-54,-92,63,-65,-92,42,-73,-68,83,-57,-92,91,-54,-92,26,-79,-74,44,-72,-67,100,-48,-92,100,-47,-92,86,-56,-92,60,-66,-92,55,-68,-92,47
53,-57,0,60,-50,0,48,-62,0,58,-52,0,38,-72,0,0,0,0,37,-73,0,49,-61,0,39,-71,0,37,-73,0,50,-60,0,49,-61,0,0,0,0,36,-74,0,63,-47,0,52,-58,0,42,-68,0,45,-65,0,36,-74,0,100,-50,-92,86,-56,-92,100,-44,-92,100,-42,-92,52,-69,-92,26,-79,-74,42,-73,-68,89,-55,-92,63,-65,-92,42,-73,-68,86,-56,-92,81,-58,-92,26,-79,-74,44,-72,-67,100,-49,-92,100,-47,-92,86,-56,-92,76,-60,-92,24,-80,-82,47
55,-55,0,60,-50,0,51,-59,0,60,-50,0,35,-75,0,0,0,0,35,-75,0,46,-64,0,36,-74,0,34,-76,0,50,-60,0,46,-64,0,0,0,0,36,-74,0,63,-47,0,56,-54,0,36,-74,0,49,-61,0,30,-80,0,99,-51,-92,68,-63,-92,100,-46,-92,100,-43,-92,55,-68,-92,31,-77,-72,42,-73,-68,86,-56,-92,50,-70,-92,42,-73,-68,78,-59,-92,89,-55,-92,37,-75,-70,42,-73,-68,100,-48,-92,100,-47,-92,86,-56,-92,57,-67,-92,24,-80,-82,47
54,-56,0,58,-52,0,50,-60,0,61,-49,0,37,-73,0,0,0,0,35,-75,0,45,-65,0,36,-74,0,34,-76,0,43,-67,0,43,-67,0,0,0,0,36,-74,0,64,-46,0,55,-55,0,46,-64,0,46,-64,0,34,-76,0,99,-51,-92,81,-58,-92,100,-46,-92,100,-42,-92,39,-74,-69,31,-77,-72,42,-73,-68,89,-55,-92,26,-79,-74,0,0,0,81,-58,-92,89,-55,-92,39,-74,-69,42,-73,-68,100,-48,-92,100,-46,-92,83,-57,-92,73,-61,-92,34,-76,-78,47
56,-54,0,58,-52,0,51,-59,0,60,-50,0,24,-86,0,24,-86,0,36,-74,0,43,-67,0,36,-74,0,34,-76,0,43,-67,0,46,-64,0,0,0,0,37,-73,0,64,-46,0,56,-54,0,44,-66,0,48,-62,0,34,-76,0,96,-52,-92,78,-59,-92,100,-46,-92,100,-42,-92,52,-69,-92,29,-78,-73,42,-73,-68,78,-59,-92,52,-69,-92,47,-71,-66,76,-60,-92,86,-56,-92,42,-73,-68,37,-75,-70,100,-48,-92,100,-47,-92,83,-57,-92,73,-61,-92,55,-68,-92,47
54,-56,0,60,-50,0,49,-61,0,60,-50,0,36,-74,0,22,-88,0,36,-74,0,47,-63,0,36,-74,0,34,-76,0,49,-61,0,45,-65,0,0,0,0,35,-75,0,64,-46,0,51,-59,0,46,-64,0,48,-62,0,29,-81,0,96,-52,-92,76,-60,-92,100,-46,-92,100,-44,-92,29,-78,-73,24,-80,-75,39,-74,-69,81,-58,-92,29,-78,-73,39,-74,-69,86,-56,-92,89,-55,-92,34,-76,-71,44,-72,-67,100,-48,-92,100,-46,-92,86,-56,-92,73,-61,-92,55,-68,-92,47
44,-66,0,60,-50,0,49,-61,0,61,-49,0,31,-79,0,22,-88,0,36,-74,0,50,-60,0,29,-81,0,34,-76,0,51,-59,0,49,-61,0,0,0,0,35,-75,0,62,-48,0,56,-54,0,44,-66,0,47,-63,0,24,-86,0,91,-54,-92,65,-64,-92,100,-45,-92,100,-42,-92,63,-65,-92,31,-77,-72,42,-73,-77,89,-55,-92,63,-65,-92,39,-74,-69,89,-55,-92,91,-54,-92,34,-76,-71,44,-72,-67,100,-50,-92,100,-46,-92,86,-56,-92,73,-61,-92,52,-69,-92,47
54,-56,0,57,-53,0,50,-60,0,62,-48,0,34,-76,0,22,-88,0,36,-74,0,47,-63,0,36,-74,0,34,-76,0,44,-66,0,41,-69,0,0,0,0,35,-75,0,65,-45,0,57,-53,0,40,-70,0,48,-62,0,24,-86,0,100,-50,-92,78,-59,-92,100,-46,-92,100,-43,-92,63,-65,-92,31,-77,-72,42,-73,-68,76,-60,-92,68,-63,-92,39,-74,-69,73,-61,-92,73,-61,-92,31,-77,-72,44,-72,-67,100,-49,-92,100,-46,-92,83,-57,-92,73,-61,-92,57,-67,-92,47
51,-59,0,58,-52,0,49,-61,0,61,-49,0,33,-77,0,22,-88,0,33,-77,0,49,-61,0,33,-77,0,34,-76,0,38,-72,0,48,-62,0,0,0,0,32,-78,0,62,-48,0,54,-56,0,45,-65,0,49,-61,0,25,-85,0,100,-49,-92,73,-61,-92,100,-45,-92,100,-43,-92,63,-65,-92,31,-77,-72,44,-72,-67,89,-55,-92,57,-67,-92,39,-74,-69,29,-78,-73,91,-54,-92,31,-77,-72,44,-72,-67,100,-49,-92,100,-47,-92,86,-56,-92,76,-60,-92,47,-71,-66,47
52,-58,0,58,-52,0,50,-60,0,61,-49,0,33,-77,0,22,-88,0,36,-74,0,45,-65,0,33,-77,0,34,-76,0,50,-60,0,48,-62,0,0,0,0,32,-78,0,62,-48,0,51,-59,0,48,-62,0,48,-62,0,25,-85,0,100,-49,-92,76,-60,-92,100,-45,-92,100,-42,-92,55,-68,-92,29,-78,-73,39,-74,-69,86,-56,-92,57,-67,-92,44,-72,-67,76,-60,-92,86,-56,-92,31,-77,-72,55,-68,-92,100,-49,-92,100,-48,-92,86,-56,-92,70,-62,-92,50,-70,-92,47
60,-50,0,58,-52,0,49,-61,0,59,-51,0,35,-75,0,18,-92,0,36,-74,0,45,-65,0,38,-72,0,34,-76,0,44,-66,0,45,-65,0,0,0,0,32,-78,0,62,-48,0,51,-59,0,44,-66,0,46,-64,0,25,-85,0,100,-49,-92,78,-59,-92,100,-45,-92,100,-43,-92,60,-66,-92,31,-77,-72,37,-75,-70,76,-60,-92,57,-67,-92,44,-72,-67,86,-56,-92,76,-60,-92,31,-77,-72,55,-68,-92,100,-50,-92,100,-46,-92,89,-55,-92,63,-65,-92,52,-69,-92,47
54,-56,0,60,-50,0,49,-61,0,61,-49,0,36,-74,0,18,-92,0,36,-74,0,47,-63,0,36,-74,0,34,-76,0,44,-66,0,49,-61,0,0,0,0,32,-78,0,62,-48,0,55,-55,0,44,-66,0,49,-61,0,27,-83,0,100,-48,-92,81,-58,-92,100,-46,-92,100,-42,-92,57,-67,-92,31,-77,-72,37,-75,-70,70,-62,-92,63,-65,-92,44,-72,-67,81,-58,-92,86,-56,-92,0,0,0,42,-73,-68,100,-50,-92,100,-46,-92,86,-56,-92,63,-65,-92,55,-68,-92,47
50,-60,0,61,-49,0,48,-62,0,61,-49,0,31,-79,0,18,-92,0,35,-75,0,49,-61,0,33,-77,0,34,-76,0,50,-60,0,50,-60,0,0,0,0,32,-78,0,64,-46,0,56,-54,0,45,-65,0,48,-62,0,31,-79,0,86,-56,-92,89,-55,-92,100,-45,-92,100,-40,-92,34,-76,-71,31,-77,-72,37,-75,-70,76,-60,-92,55,-68,-92,31,-77,-72,76,-60,-92,91,-54,-92,29,-78,-73,44,-72,-67,100,-48,-92,100,-46,-92,86,-56,-92,60,-66,-92,31,-77,-79,47
45,-65,0,60,-50,0,48,-62,0,61,-49,0,28,-82,0,18,-92,0,31,-79,0,42,-68,0,31,-79,0,36,-74,0,46,-64,0,46,-64,0,0,0,0,32,-78,0,61,-49,0,55,-55,0,45,-65,0,48,-62,0,31,-79,0,94,-53,-92,86,-56,-92,100,-46,-92,100,-43,-92,60,-66,-92,31,-77,-72,42,-73,-68,86,-56,-92,57,-67,-92,31,-77,-72,86,-56,-92,78,-59,-92,29,-78,-73,44,-72,-67,100,-49,-92,100,-47,-92,83,-57,-92,60,-66,-92,31,-77,-79,47
53,-57,0,59,-51,0,48,-62,0,59,-51,0,28,-82,0,18,-92,0,36,-74,0,40,-70,0,31,-79,0,39,-71,0,46,-64,0,46,-64,0,0,0,0,32,-78,0,64,-46,0,56,-54,0,45,-65,0,48,-62,0,31,-79,0,96,-52,-92,81,-58,-92,100,-45,-92,100,-42,-92,57,-67,-92,31,-77,-72,42,-73,-68,89,-55,-92,57,-67,-92,42,-73,-68,83,-57,-92,89,-55,-92,29,-78,-73,42,-73,-68,100,-48,-92,100,-48,-92,86,-56,-92,73,-61,-92,37,-75,-77,47
51,-59,0,58,-52,0,48,-62,0,61,-49,0,28,-82,0,18,-92,0,36,-74,0,44,-66,0,31,-79,0,39,-71,0,40,-70,0,49,-61,0,0,0,0,32,-78,0,64,-46,0,56,-54,0,45,-65,0,49,-61,0,31,-79,0,94,-53,-92,91,-54,-92,100,-45,-92,100,-44,-92,65,-64,-92,29,-78,-73,39,-74,-69,86,-56,-92,60,-66,-92,42,-73,-68,73,-61,-92,83,-57,-92,29,-78,-73,47,-71,-66,100,-48,-92,100,-45,-92,86,-56,-92,63,-65,-92,42,-73,-75,47
49,-61,0,57,-53,0,50,-60,0,59,-51,0,28,-82,0,18,-92,0,37,-73,0,48,-62,0,37,-73,0,37,-73,0,47,-63,0,49,-61,0,0,0,0,32,-78,0,63,-47,0,55,-55,0,45,-65,0,48,-62,0,34,-76,0,96,-52,-92,91,-54,-92,100,-45,-92,100,-43,-92,55,-68,-92,34,-76,-71,39,-74,-69,81,-58,-92,52,-69,-92,39,-74,-69,91,-54,-92,86,-56,-92,34,-76,-71,42,-73,-68,100,-49,-92,100,-46,-92,86,-56,-92,70,-62,-92,34,-76,-78,47
51,-59,0,58,-52,0,49,-61,0,60,-50,0,33,-77,0,18,-92,0,33,-77,0,48,-62,0,37,-73,0,37,-73,0,46,-64,0,43,-67,0,0,0,0,32,-78,0,63,-47,0,56,-54,0,45,-65,0,46,-64,0,35,-75,0,99,-51,-92,89,-55,-92,100,-46,-92,100,-43,-92,55,-68,-92,31,-77,-72,47,-71,-66,78,-59,-92,55,-68,-92,44,-72,-67,78,-59,-92,86,-56,-92,26,-79,-74,39,-74,-69,100,-49,-92,100,-47,-92,83,-57,-92,60,-66,-92,29,-78,-80,47
48,-62,0,58,-52,0,49,-61,0,63,-47,0,35,-75,0,18,-92,0,33,-77,0,47,-63,0,28,-82,0,35,-75,0,49,-61,0,48,-62,0,0,0,0,28,-82,0,63,-47,0,57,-53,0,43,-67,0,49,-61,0,28,-82,0,94,-53,-92,89,-55,-92,100,-46,-92,100,-43,-92,39,-74,-69,29,-78,-73,39,-74,-69,91,-54,-92,60,-66,-92,44,-72,-67,91,-54,-92,91,-54,-92,34,-76,-71,52,-69,-92,100,-47,-92,100,-47,-92,83,-57,-92,70,-62,-92,44,-72,-74,47
61,-49,0,60,-50,0,49,-61,0,59,-51,0,32,-78,0,27,-83,0,37,-73,0,44,-66,0,35,-75,0,35,-75,0,46,-64,0,47,-63,0,22,-88,0,34,-76,0,62,-48,0,52,-58,0,46,-64,0,39,-71,0,28,-82,0,100,-44,-92,73,-61,-92,100,-46,-92,100,-43,-92,60,-66,-92,31,-77,-72,44,-72,-67,89,-55,-92,68,-63,-92,44,-72,-67,86,-56,-92,73,-61,-92,31,-77,-72,39,-74,-69,99,-51,-92,100,-46,-92,86,-56,-92,73,-61,-92,50,-70,-92,48
